Assetnumber,AssetName,AssetType,ConstructionType,Maintainance State,Buildyear,Maintainer,Owner,Status,Width,Length,Area,Location,Latitude,Longitude,Passage road-width,Passage road-height,Passage sail-width,Passage sail-height,Technical lifespan expires,OBJECT_GUID,Area,Connection Type,Neighborhood,City,RD-X,RD-Y
3336,Antillenbrug,Verkeersbrug,Concrete,2. Good,2000,SB AIB,Gemeente Almere,Existing,8.8,25.7,226.2,Arubabrug,52.3962158,5.3083704,0,,11,1.4,2100,318630A66AE73498E0535B320A0A7C56,Antillenweg,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149475.473,489619.294
3339,Curacaubrug,Verkeersbrug,Concrete,2. Good,2001,SB AIB,Gemeente Almere,Existing,8.7,39.8,346.3,Arubabrug,52.3962158,5.3083704,5,,12,1.5,2100,318630A66AEA3498E0535B320A0A7C56,Antillenweg,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149659.379,489715.868
3342,Maldivenbrug,Verkeersbrug,Concrete,2. Good,2001,SB AIB,Gemeente Almere,Existing,8.8,37.8,332.6,Maldivenbrug,52.3978668,5.3085498,5,,,1.5,2100,318630A66AE63498E0535B320A0A7C56,Maldivenweg,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149644.274,490013.601
3352,Lofotenbrug,Verkeersbrug,Concrete,2. Good,2001,SB AIB,Gemeente Almere,Existing,9.5,31.5,299.3,Lofotenbrug,52.401241,5.30851,5.5,,12,2,2100,318630A66B5D3498E0535B320A0A7C56,Spitsbergen,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149620.203,490381.064
3362,Batikbrug,Verkeersbrug,Concrete,2. Good,2008,SB AIB,Gemeente Almere,Existing,5.5,,35.2,Tempo Doeloebrug,52.4029255,5.2999678,3.5,,8,2.3,2200,318630A66BBD3498E0535B320A0A7C56,Evenaar,Groengebieden/Parken,Indischebuurt,Almere Buiten,149483.5184,490699.1913
3363,Piet Pellebrug,Verkeersbrug,Concrete,2. Good,2008,SB AIB,Gemeente Almere,Existing,5.5,35.2,193.6,Piet Pellebrug,,,3.5,,8,2.3,2200,318630A66BC83498E0535B320A0A7C56,Evenaar,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149542.8631,490615.9434
3372,Maarten Toonderbrug,Verkeersbrug,Concrete,2. Good,2004,SB AIB,Gemeente Almere,Existing,13.2,21.1,278.52,Marten Toonderbrug,52.4015334,5.3129098,5.6,,7,1.9,2100,318630A66BAB3498E0535B320A0A7C56,Marten Toonderlaan,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,149919.988,490409.264
3373,Fiep Westendorpbrug,Verkeersbrug,Concrete,2. Good,2004,SB AIB,Gemeente Almere,Existing,16.2,51.4,832.68,Douwe Dabbertstraat 27~65,52.402514,5.314171,7,,6,1.8,2100,318630A66BB53498E0535B320A0A7C56,Ten Harmsen v.d. Beekpad,Woongebied,Stripheldenbuurt,Almere Buiten,150209.019,490625.019
3374,Phiny Dickbrug,Verkeersbrug,Concrete,2. Good,2004,SB AIB,Gemeente Almere,Existing,6,22.1,132.6,Hans G Kressebrug,52.4005473,5.3152837,4.8,,7,1.9,2100,318630A66BAC3498E0535B320A0A7C56,Gerrit Schultepad,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,149992.716,490390.561
3375,Carol Vogesbrug,Verkeersbrug,Concrete,2. Good,2004,SB AIB,Gemeente Almere,Existing,6,22.1,132.6,Carol Vogesbrug,52.4051619,5.322382,4.8,,7,1.9,2100,318630A66BB03498E0535B320A0A7C56,Carol Vogespad,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150574.993,490801.384
3376,Hans G. Kressebrug,Verkeersbrug,Concrete,2. Good,2004,SB AIB,Gemeente Almere,Existing,9.6,21.1,202.56,Hans G Kressebrug,52.4005473,5.3152837,4.5,,7,1.9,2100,318630A66BAD3498E0535B320A0A7C56,Marten Toonderpad,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150063.782,490282.64
3377,Jean Dulieubrug,Verkeersbrug,Concrete,2. Good,2004,SB AIB,Gemeente Almere,Existing,9.6,21.1,202.56,Jean Dulieubrug,52.3630534,4.8637694,4.5,,7,1.9,2100,318630A66BB13498E0535B320A0A7C56,Jean Dulieuweg,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150662.726,490676.446
3378,Henk Sprengerbrug,Verkeersbrug,Concrete,2. Good,2004,SB AIB,Gemeente Almere,Existing,9.6,21.1,202.56,Hans G Kressebrug,52.4005473,5.3152837,4.5,,7,1.9,2100,318630A66BAE3498E0535B320A0A7C56,Marten Toonderpad,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150216.292,490063.46
3379,Jaap Vegterbrug,Verkeersbrug,Concrete,2. Good,2004,SB AIB,Gemeente Almere,Existing,9.6,21.1,202.56,Hendrik IJzerbrootlaan,52.4022617,5.3246428,4.5,,7,1.9,2100,318630A66BB63498E0535B320A0A7C56,Jaap Vegterweg,Woongebied,Stripheldenbuurt,Almere Buiten,150820.321,490451.428
3380,Jaap Vegterbrug,Verkeersbrug,Concrete,2. Good,2004,SB AIB,Gemeente Almere,Existing,10,21.1,211,Popeyebrug,52.4012255,5.3266552,7.1,,7,1.9,2100,318630A66BCD3498E0535B320A0A7C56,Popeyepad,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150871.4773,490396.6562
3381,Rommeldambrug,Verkeersbrug,Concrete,2. Good,2005,SB AIB,Gemeente Almere,Existing,13.2,21.1,278.52,Rommeldambrug,52.3978367,5.3171719,5.6,,7,1.9,2100,318630A66BAF3498E0535B320A0A7C56,Kapitein Wal Ruslaan,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150215.864,489996.35
3382,Bobbiebrug,Verkeersbrug,Concrete,2. Good,2008,SB AIB,Gemeente Almere,Existing,6.3,23.5,148,Bobbiebrug,52.3993439,5.3212371,3.5,,11,1.1,2100,318630A66BF63498E0535B320A0A7C56,Kuifjepad,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150507.996,490174.226
3383,Guust Flaterbrug,Verkeersbrug,Concrete,2. Good,2005,SB AIB,Gemeente Almere,Existing,8,21.1,168.8,Schanullekesluis,51.3086558,3.3879195,4.5,,7,1.9,2100,318630A66BB43498E0535B320A0A7C56,Andre Franquinweg,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150272.049,489992.563
3384,Popeybrug,Verkeersbrug,Concrete,2. Good,2008,SB AIB,Gemeente Almere,Existing,4.1,18.6,76,Popeyestraat,52.4007245,5.3281509,3.9,,7,2,2200,318630A66BEC3498E0535B320A0A7C56,Popeyepad,Woongebied,Stripheldenbuurt,Almere Buiten,150911.39,490392.5272
3386,Rataplanbrug,Verkeersbrug,Concrete,2. Good,2008,SB AIB,Gemeente Almere,Existing,5.5,17.6,96.8,Bobbiebrug,52.3993439,5.3212371,3.1,,15.8,1,2200,318630A66BEF3498E0535B320A0A7C56,Lucky Lukestraat,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150633.3616,490137.1407
3387,Schannullekebrug,Verkeersbrug,Concrete,2. Good,2005,SB AIB,Gemeente Almere,Existing,6.1,13.8,82.8,Schanullekesluis,51.3086558,3.3879195,4.9,,12,2.1,2100,318630A66BB33498E0535B320A0A7C56,Gerard Monninkpad,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150375.7349,489860.8314
3388,Kuifjebrug,Verkeersbrug,Concrete,2. Good,2009,SB AIB,Gemeente Almere,Existing,8.5,9.3,79,Lucky Lukebrug,52.3986907,5.3237287,8,,8,1.1,2200,318630A66C023498E0535B320A0A7C56,Kuifjestraat,Groengebieden/Parken,Stripheldenbuurt,Almere Buiten,150521.9955,490079.5696
3389,Lucky Lukebrug,Verkeersbrug,Concrete,2. Good,2009,SB AIB,Gemeente Almere,Existing,7,9.3,65.1,Suskeplantsoen,52.3979383,5.3215363,4.7,,8,1.1,2200,318630A66BE23498E0535B320A0A7C56,Lucky Lukestraat,Woongebied,Stripheldenbuurt,Almere Buiten,150684.0594,490096.3638
4010,,Verkeersbrug,Concrete,2. Good,2013,SB AIB,Gemeente Almere,Existing,16,31,496,De Voortuin 8,,,,,,,2103,56CA8CA5-383C-455C-BF73-95BD898819EB,Elementendreef,Groengebieden/Parken,overig Almere Poort,Almere Poort,140144.6081,484618.3886
4018,,Fiets-voetbrug,Concrete,2. Good,1996,Waterschap Zuiderzeeland,Gemeente Almere,Existing,5.5,21.5,118.3,Hogekant 2b,51.6172839,4.9536004,5,,5,1.5,2076,318630A66BE73498E0535B320A0A7C56,Spoorbaanpad,Groengebieden/Parken,Hogekant,Almere Poort,139802.4683,485238.977
4023,,Verkeersbrug,Concrete,2. Good,2011,SB AIB,Gemeente Almere,Existing,19.3,10.5,202.65,De Voortuin 2,,,18.5,,,,2101,83EA48DD-4226-409A-AB9B-9EFABE895D71,Elementendreef,Buitengebied,overig Almere Poort,Almere Poort,139330.5396,483462.8654
4103,,Verkeersbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,6.8,24.6,167.28,Frankrijkkade,52.3447724,5.148841,4.1,,5,1.5,2092,318630A66C013498E0535B320A0A7C56,Pierre de Coubertinlaan,Groengebieden/Parken,Europakwartier west,Almere Poort,138639.95,484034.6206
4112,,Verkeersbrug,Concrete,2. Good,2010,SB AIB,Gemeente Almere,Existing,17,14.6,248.2,Kreekbos Zuid_2,,,10,2,,,2090,318630A66BE63498E0535B320A0A7C56,Poortdreef,Woongebied,Duin,Almere Poort,138635.6036,483739.7469
4119,,Fiets-voetbrug,Concrete,2. Good,2019,SB AIB,Gemeente Almere,Existing,4.5,22.25,100.12,Osirispad,52.3513273,5.1525745,3.5,,,,2109,8584112C-3C37-4561-A6A4-D93BD989FC3C,Achillesstraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,139033.702,484826.801
4122,,Fiets-voetbrug,Concrete,2. Good,2014,SB AIB,Gemeente Almere,Existing,4.5,34.5,155.25,Francis Drakebrug,52.3515099,5.1468198,,,,,2104,B78793AA-E364-400E-BEF5-EF199E01527E,Bartolomeus Diazstraat,Groengebieden/Parken,Columbuskwartier,Almere Poort,138629.4597,484897.0655
4123,Francis Drakebrug,Verkeersbrug,Concrete,2. Good,2014,SB AIB,Gemeente Almere,Existing,8,29.5,236,Francis Drakebrug,52.3515099,5.1468198,5,,,,2104,29D8A296FC1EC5C5E0500A0A57326FCA,Vasco da Gamapad,Groengebieden/Parken,Columbuskwartier,Almere Poort,138579.826,484903.604
4124,Ferdinand Magelhaenbrug,Verkeersbrug,Concrete,2. Good,2014,SB AIB,Gemeente Almere,Existing,7.3,15,109.5,Ferdinand Magelhaenbrug,52.3518909,5.1440329,6,,,,2104,29D8A296FC20C5C5E0500A0A57326FCA,Vasco da Gamapad,Groengebieden/Parken,Columbuskwartier,Almere Poort,138431.2568,484929.9375
4126,,Verkeersbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,9.6,23.4,224.64,Neptunussingel 2,52.353035,5.15365,6.4,,7,1,2092,318630A66C003498E0535B320A0A7C56,Hermesstraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,138940.7126,485109.231
4127,,Verkeersbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,8.8,22.7,199.76,Neptunussingel 1,52.3530432,5.1535871,6.3,,7,1,2092,318630A66BFE3498E0535B320A0A7C56,Achillesstraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,139058.1457,485075.5033
4128,,Verkeersbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,8.75,21.8,190.75,Neptunussingel 1,52.3530432,5.1535871,5.3,,7,1.5,2092,318630A66BE33498E0535B320A0A7C56,Neptunussingel,Groengebieden/Parken,Homeruskwartier,Almere Poort,139180.7625,485072.0862
4130,,Verkeersbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,8.9,19.2,170.88,Agamemnonsingel,52.3555373,5.1520916,5.7,,6,1,2092,318630A66BDB3498E0535B320A0A7C56,Trojestraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,139098.1371,485269.4283
4131,,Verkeersbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,10.4,20.6,214.24,Agamemnonsingel,52.3555373,5.1520916,5.3,,6,1,2092,318630A66BE13498E0535B320A0A7C56,Hermesstraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,138980.9466,485293.6855
4138,,Verkeersbrug,Concrete,2. Good,2016,Stadsruimte,Gemeente Almere,Existing,10.5,14.9,156.45,Medusastraat,52.3607728,5.1536267,5.3,,,,2096,47E9BDA6-6028-48E7-BE67-C4A49B8D3798,Damoclesstraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,139209.2452,485853.7013
4141,,Verkeersbrug,Concrete,2. Good,2016,Stadsruimte,Gemeente Almere,Existing,9,23.7,213.3,Gracht Arinnastraat,52.0895354,5.120886,5.4,,,,2096,DDC59619-61ED-4CB5-8AC2-8F1BA8BFF8CD,Saturnussingel,Groengebieden/Parken,Homeruskwartier,Almere Poort,139454.2993,485235.921
4143,,Verkeersbrug,Concrete,2. Good,2016,Stadsruimte,Gemeente Almere,Existing,13.2,17.9,236.28,Medusastraat,52.3607728,5.1536267,4.9,,,,2096,A514BE55-2DFB-4DE8-A131-3712AB6712A0,Damoclesstraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,139194.4375,485842.0667
4151,,Verkeersbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,7.5,59,442.5,Gracht_Cascadepark West 3,45.611472,-122.537995,4,,10,1.5,2092,318630A66BC23498E0535B320A0A7C56,Aegirstraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,138779.2914,484894.3598
4153,,Verkeersbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,11.1,12.3,136.53,Gracht Polluxstraat,51.4590171,5.4870089,5.3,,9,0.5,2092,318630A66BF43498E0535B320A0A7C56,Polluxstraat,Groengebieden/Parken,Homeruskwartier,Almere Poort,139365.8865,485132.8627
4813,,Duikerbrug,Concrete,2. Good,2014,SB AIB,Gemeente Almere,Existing,5.6,34,186.31,Godendreef 1b,52.359222,5.1460677,,,5,0.3,2104,AED2502F-1524-4F7C-9E2B-AF9B8CFC0872,Robert Pearystraat,Woongebied,overig Almere Poort,Almere Poort,,
4816,,Duikerbrug,Concrete,2. Good,2014,SB AIB,Gemeente Almere,Existing,5.6,37.8,92.24,Cascadepark West 5,41.3770669,-82.111086,,,5,0.3,2104,4C17C224-D4A7-4D15-A2F1-3F107F85A435,Godendreef,Groengebieden/Parken,Columbuskwartier,Almere Poort,,
4817,,Duikerbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,5.6,25.7,141.57,Homeruslaan,52.0859018,5.1348287,,,5,0.3,2102,EF4C5C4B-1EB0-4951-A614-CD47D809823F,Homeruslaan,Woongebied,Homeruskwartier,Almere Poort,,
4819,,Duikerbrug,Concrete,2. Good,2013,SB AIB,Gemeente Almere,Existing,2,9.7,19.67,Centaurenstraat 22~32,52.3587205,5.1490201,,,1.75,0.15,2103,431C8CB3-74E0-44C9-A953-4F4F9B4C7DEE,Centaurenstraat,Woongebied,Homeruskwartier,Almere Poort,,
4820,,Duikerbrug,Concrete,2. Good,2013,SB AIB,Gemeente Almere,Existing,2,9.4,15.3,Cyclopenstraat 22~32,52.3581668,5.1487532,,,1.75,0.15,2103,8E7F8B02-75DF-4F25-85AA-2000FB10B333,Cyclopenstraat,Woongebied,Homeruskwartier,Almere Poort,,
4821,,Duikerbrug,Concrete,2. Good,2013,SB AIB,Gemeente Almere,Existing,2,18.8,37.36,Homeruslaan,52.0859018,5.1348287,,,1.75,0.15,2103,E39CF47A-B234-4D97-B8E4-C8B9C0E9C7CE,Homeruslaan,Woongebied,Homeruskwartier,Almere Poort,,
4823,,Duikerbrug,Concrete,2. Good,2015,SB AIB,Gemeente Almere,Existing,1.9,17.8,32.45,Homeruslaan,52.0859018,5.1348287,,,1.5,0.25,2105,B6022542-A016-4EAF-B354-8CAD27474C0F,Homeruslaan,Woongebied,Homeruskwartier,Almere Poort,,
4824,,Duikerbrug,Concrete,2. Good,2015,SB AIB,Gemeente Almere,Existing,1,38,108.11,Dionysusstraat,52.3548547,5.1503931,,,1,0,2105,924C7CC9-51C1-42D3-8935-9598DA99871F,Odysseestraat,Woongebied,Homeruskwartier,Almere Poort,,
4830,,Duikerbrug,Concrete,2. Good,2012,SB AIB,Gemeente Almere,Existing,5.6,18.2,99.04,Wim van Estpad,52.3585908,5.1602725,,,5,0.4,2102,5AB8F951-D4D2-4117-9F2D-39BF55D7B5AA,Godendreef,Buitengebied,Homeruskwartier,Almere Poort,,
5010,Meentbrug,Verkeersbrug,Concrete,2. Good,2005,SB AIB,Gemeente Almere,Existing,8,18.3,146.4,Sloot Waterlandseweg 4,52.3284853,5.2953626,5.6,,7.5,2.6,2085,318630A66BB23498E0535B320A0A7C56,Meentweg,Groengebieden/Parken,Overgooi,Almere Haven,146767.896,483161.519
8009,Grote Vaartbrug,Verkeersbrug,Concrete,2. Good,1981,SB AIB,Gemeente Almere,Existing,24.8,23.4,580.3,Kottertocht 7,,,5,2.8,14,2.8,2100,318630A66AB93498E0535B320A0A7C56,Wout Wagtmanspad,Groengebieden/Parken,De Vaart,Almere Buiten,145847.741,491291.824
8012,Grote,Verkeersbrug,Concrete,2. Good,1997,SB AIB,Gemeente Almere,Existing,12.9,23.9,308.3,Wilgenbos,52.4173084,5.2288404,6,,4,4.8,2100,318630A66BED3498E0535B320A0A7C56,Grote Vaartweg,Buitengebied,overig Almere Buiten,Almere Buiten,144482.5589,492696.6673
1015,Sluisbrug,Verkeersbrug,Steel,2. Good,1985,SB AIB,Gemeente Almere,Existing,13,17.5,227.5,Sluisbrug,53.2132323,6.5579738,,,4.8,3,2075,BC064F3E7BFA45D5977E3876C2EC7FE2,Oosterdreef,Groengebieden/Parken,Centrum Almere Haven,Almere Haven,143737.5326,482853.5755
1018,Hangbrug,Fiets-voetbrug,Steel,2. Good,2016,SB AIB,Gemeente Almere,Existing,5.8,37,214.6,Meentenbrug,52.3377224,5.2296825,,,,,2066,FD8535D5-D49A-4055-859E-6F2D38C494A5,Lange Wetering,Groengebieden/Parken,De Werven,Almere Haven,144091.9549,483220.2981
1022,Sportbrug,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,5.5,37.2,204.6,Sportbrug,52.3398095,5.2351444,,,19.5,2.3,2072,B4C8C34A-BFDB-4226-A580-9D18F41D0D82,Lange Wetering,Groengebieden/Parken,De Grienden,Almere Haven,144636.3492,483553.5008
1024,Bosbrug,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,5.5,37.2,204.6,Bosbrug,-26.2325897,28.2409671,5,,19,2.3,2072,04170C26-7CCE-4863-9E74-1BF92DA7C2D0,Kesslerpad,Groengebieden/Parken,De Grienden,Almere Haven,144732.4443,483898.6717
1027,Rozenbrug,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,5.5,27,148.5,Rozenbrug,51.904422,4.2471328,,,10.1,2.3,2072,2A62D675-4F9C-431C-9B57-AD17F9C16EA7,Marktgracht,Groengebieden/Parken,De Werven,Almere Haven,143807.7656,483579.2344
1030,Polderbrug,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,5.5,37,203.5,Voorstraatbrug,52.4944223,5.4819285,,,19.5,2.3,2068,475C9E05-2727-4E64-82D1-73091F09DFA6,Marktgracht,Groengebieden/Parken,De Hoven,Almere Haven,143501.4694,483799.6535
1034,Canadabrug,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,5,27,135,Canadabrug,51.21234,3.20683,4.8,,9,2,2072,5018D682-AA1D-4752-8952-5EE3ADE0D154,Ambachtsmark,Groengebieden/Parken,De Marken,Almere Haven,143745.8749,484075.1354
1038,Tuinenbrug,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,5.5,28.3,155.65,Tuinenbrug,52.3487816,5.2321118,5,,6.7,2,2072,7B331538-2542-4478-806E-2997DD82043A,Kesslerpad,Groengebieden/Parken,De Marken,Almere Haven,144432.0191,484551.27
1046,Uitbrug,Fiets-voetbrug,Steel,2. Good,2013,SB AIB,Gemeente Almere,Existing,5,27,135,Uitbrug,52.3411916,5.2119978,4.8,,9,1.9,2073,FB11486A-0AEE-4F3E-8AAC-9D0F4F68B9A3,Arkpad,Groengebieden/Parken,De Hoven,Almere Haven,143058.7474,483713.3742
1050,Overhoogte,Fiets-voetbrug,Steel,2. Good,2013,SB AIB,Gemeente Almere,Existing,5.1,24.5,124.95,Lobbrug,52.3422016,5.2082628,4.8,,9.5,2,2073,29D8A296D244C5C5E0500A0A57326FCA,Marktgracht,Groengebieden/Parken,De Wierden,Almere Haven,142762.203,483864.111
1052,Leembrug,Fiets-voetbrug,Steel,2. Good,2013,SB AIB,Gemeente Almere,Existing,5,24.7,123.5,Leembrug,52.9269736,6.4206918,4.6,,9.4,2,2073,29D8A296D245C5C5E0500A0A57326FCA,Marktgracht,Groengebieden/Parken,De Wierden,Almere Haven,142480.079,483884.714
1054,Kornbrug,Fiets-voetbrug,Steel,2. Good,2013,SB AIB,Gemeente Almere,Existing,5.3,24.7,130.91,Hoekbrug,-25.8028425,29.4496852,5,,9.8,2,2073,29D8A296D246C5C5E0500A0A57326FCA,Marktgracht,Groengebieden/Parken,De Wierden,Almere Haven,142328.758,483449.942
1072,Schoolbrug,Fiets-voetbrug,Steel,2. Good,1998,SB AIB,Gemeente Almere,Existing,3.4,12.7,41.8,Schoolbrug,51.2191227,4.4270182,3,,9,0.5,2300,318630A66B763498E0535B320A0A7C56,Marktgracht,Groengebieden/Parken,Centrum Almere Haven,Almere Haven,143465.741,483230.7132
2037,Meppelbrug,Fiets-voetbrug,Steel,2. Good,2011,SB AIB,Gemeente Almere,Existing,5.75,38.5,221.38,Giethoornbrug,52.3697189,5.2127326,,,10,2.6,2071,66F04130-0D81-4323-B57A-EB6BCCE4F2A2,Tsjaikowskypad,Groengebieden/Parken,Stedenwijk,Almere Stad,142954.8489,486878.8428
2040,Olstbrug,Fiets-voetbrug,Steel,2. Good,1979,SB AIB,Gemeente Almere,Existing,2,15,30,Olstbrug,43.6227748,-87.7945323,1.8,,14.4,2.2,2300,318630A66AC63498E0535B320A0A7C56,Olstgracht,Groengebieden/Parken,Stedenwijk,Almere Stad,143231.833,486774.692
2041,Deventerbrug,Verkeersbrug,Steel,2. Good,1979,SB AIB,Gemeente Almere,Existing,6,9.7,58.2,Weerwater_Centrum,52.3593844,5.2212343,5.7,,4.4,2.15,2300,318630A66AC73498E0535B320A0A7C56,Deventerpad,Groengebieden/Parken,Centrum Almere Stad,Almere Stad,143257.316,486676.872
2076,ALM2076,Fiets-voetbrug,Steel,2. Good,2004,SB AIB,Gemeente Almere,Existing,1.7,30.3,51.5,Poeziestraat 366~396,52.3582859,5.1803121,1.7,,12,1,2100,318630A66B843498E0535B320A0A7C56,Poeziestraat,Groengebieden/Parken,Literatuurwijk,Almere Stad,140900.582,485724.716
2081,Silverlinebrug,Fiets-voetbrug,Steel,2. Good,2004,SB AIB,Gemeente Almere,Existing,7.1,42.25,299.98,Weerwater_Centrum,52.3593844,5.2212343,4.95,,,,2064,29D8A296DBBAC5C5E0500A0A57326FCA,De Pier,Groengebieden/Parken,Centrum Almere Stad,Almere Stad,143271.428,486576.853
2336,,Fiets-voetbrug,Steel,2. Good,2003,SB AIB,Gemeente Almere,Existing,1.4,7.1,9.9,Zwaluwpad,51.8269672,4.8174236,1.4,,1,1,,318630A66B903498E0535B320A0A7C56,Tussenring,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146810.261,487989.768
2338,,Fiets-voetbrug,Steel,2. Good,2003,SB AIB,Gemeente Almere,Existing,1.4,7.1,9.9,Zwaluwpad,51.8269672,4.8174236,1.4,,1,1,,318630A66B923498E0535B320A0A7C56,Carel Willinklaan,Groengebieden/Parken,Tussen de Vaarten,Almere Stad,146762.356,487921.079
2531,Leeghwaterbrug,Fiets-voetbrug,Steel,2. Good,2017,SB AIB,Gemeente Almere,Existing,3.3,27.3,90.09,Bruinvisbrug,52.3873341,5.23222,3,,7.5,3.5,2077,DB87E7E6-CD18-4365-9B0A-B6EC16583DCE,Leeghwaterpad,Groengebieden/Parken,Waterwijk,Almere Stad,144527.1226,488693.2906
2769,Tollenbrug,Fiets-voetbrug,Steel,2. Good,2017,SB AIB,Gemeente Almere,Existing,3.2,24.6,78.72,Schommelbrug,52.3747266,5.2002742,2.8,,7.5,1.5,2077,FA5331EC-1B02-4633-B161-20FA67CAE3E5,Beatrixpad,Groengebieden/Parken,Kruidenwijk,Almere Stad,142317.2638,487572.1206
2803,Tuinkruidenbrug,Fiets-voetbrug,Steel,2. Good,2017,SB AIB,Gemeente Almere,Existing,5.4,26,140.4,Rozemarijnbrug,51.0499173,3.709594,5,,10.5,2,2077,3BFE6B65-0F48-4385-97D6-38E6DDC65674,Tuinkruidenpad,Groengebieden/Parken,Kruidenwijk,Almere Stad,142442.872,488016.9929
2946,Boelijn,Beweegbare brug,Steel,2. Good,2011,SB AIB,Gemeente Almere,Existing,8.4,37.4,312.3,Boeilijnbrug,,,5.6,,10,2.5,2111,318630A66B783498E0535B320A0A7C56,Boelijn,Groengebieden/Parken,Noorderplassen,Almere Stad,140428.484,490006.703
2961,,Fiets-voetbrug,Steel,2. Good,2011,SB AIB,Gemeente Almere,Existing,1.6,13.1,21,Bosgebied Noorderplassen 6,52.3904917,5.2056654,1.6,,3,0.5,0,318630A66BD13498E0535B320A0A7C56,Noorderleedeweg,Buitengebied,Noorderplassen,Almere Stad,141450.7928,488675.4145
2962,,Fiets-voetbrug,Steel,2. Good,2012,SB AIB,Gemeente Almere,Existing,5.4,11.2,60.5,Noorderleedebrug,,,5.4,,3,1,0,318630A66BF13498E0535B320A0A7C56,Noorderleedeweg,Groengebieden/Parken,Noorderplassen,Almere Stad,141751.3249,488902.7589
2963,,Fiets-voetbrug,Steel,2. Good,2011,SB AIB,Gemeente Almere,Existing,1.6,13.1,21,Noorderleedebrug,,,1.6,,3,0.5,0,318630A66BF93498E0535B320A0A7C56,Noorderleedeweg,Groengebieden/Parken,Noorderplassen,Almere Stad,142107.7581,489041.3918
3059,Koopvaardersbrug,Fiets-voetbrug,Steel,2. Good,2004,SB AIB,Gemeente Almere,Existing,4.4,107.4,429.6,Koopvaardersbrug,52.4087722,5.2958405,4,,15,2.5,2100,318630A66B5F3498E0535B320A0A7C56,Koopvaarderspad,Groengebieden/Parken,Oostvaardersbuurt,Almere Buiten,148782.394,491221.843
3068,Diadeembrug,Fiets-voetbrug,Steel,2. Good,2006,SB AIB,Gemeente Almere,Existing,4,39.3,157.2,Collierpad,,,2.5,,12.3,3,2056,318630A66BFD3498E0535B320A0A7C56,Diadeempad,Groengebieden/Parken,Sieradenbuurt,Almere Buiten,149260.9981,491478.6292
3072,Tiarabrug,Fiets-voetbrug,Steel,2. Good,2006,SB AIB,Gemeente Almere,Existing,4.1,30.2,123.82,Tiarapad,,,2.6,,9.8,1.9,2056,318630A66BD33498E0535B320A0A7C56,Tiarapad,Groengebieden/Parken,Sieradenbuurt,Almere Buiten,149576.8427,491036.0312
3337,Sababrug,Fiets-voetbrug,Steel,2. Good,2001,SB AIB,Gemeente Almere,Existing,4.2,23.8,99.7,Sababrug,52.3931415,5.3086517,0,,,2.1,2100,318630A66AE83498E0535B320A0A7C56,Gerard Monninkpad,Groengebieden/Parken,Eilandenbuurt,Almere Buiten,149655.908,489482.298
